Dataset,Image,Preprocessing,Model,IoU,Dice
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1888.png,region_grow,ResNet34,0.004349967170057308,0.008662253820377273
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1888.png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1888.png,region_grow,FPN,0.4378350289901439,0.6090198390807813
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1888.png,region_grow,PSPNet,0.37418463416979303,0.5445914979188439
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,UNet,0.18050409643579282,0.3058085049950699
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,FPN,0.24234115668631923,0.3901362445927699
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,watershed,PSPNet,0.1615621175510463,0.27818076211313125
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,UNet,0.20398223750174885,0.33884592504455874
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,FPN,0.11249299719881653,0.2022358747103423
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,grabcut,PSPNet,0.16247475385001223,0.27953252887756985
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,UNet,0.1439694184444602,0.25170151600770246
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,FPN,0.1803231905253878,0.3055488394583216
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1708.png,region_grow,PSPNet,0.16564845806386028,0.28421683556121546
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,UNet,0.3071812795914065,0.46999032863662793
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,FPN,0.1305937771166076,0.23101803629180664
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,watershed,PSPNet,0.24348714723681417,0.3916198857026764
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,UNet,0.3012253856001339,0.4629872563717418
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,FPN,0.12850193676239596,0.2277389742565445
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,grabcut,PSPNet,0.24412404959456036,0.3924432610624582
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,UNet,0.2658513731048591,0.42003568310359113
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,ResNet34,0.005455850681978724,0.01085249178922802
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,FPN,0.22444790252616478,0.36661078362436683
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1809.png,region_grow,PSPNet,0.24269481802230786,0.39059439936917995
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,UNet,0.02875581284993,0.05590405904053883
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,ResUNet,0.05104516610670862,0.09713220278780331
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,FPN,0.21191948510846417,0.3497253533958947
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,otsu,PSPNet,0.1455008938621225,0.25403890060977224
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,UNet,0.00038127919168775014,0.0007622677465452479
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,ResUNet,0.05345523432991232,0.10148553557458835
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,FPN,0.2127282638320102,0.3508259354982392
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2824.png,adaptive,PSPNet,0.142891977566424,0.25005333902279353
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,UNet,0.003239535031440488,0.00645814866404555
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,ResUNet,0.030829949093387387,0.05981578071242935
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,FPN,0.23138471080780543,0.37581221981555035
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,otsu,PSPNet,0.2156452553242197,0.35478319744966363
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,UNet,0.00038214126488734336,0.0007639905774490584
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,ResUNet,0.050587467362896765,0.09630319975142575
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,ResNet34,0.0004451227266943627,0.0008898493612147143
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,FPN,0.14532986053867483,0.2537781743860636
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_1616.png,adaptive,PSPNet,0.2295161886830129,0.37334390680753454
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,UNet,0.0006710122699383287,0.0013411246287952192
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,ResUNet,0.017836022141260427,0.0350469461745677
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,ResNet34,0.053086531498889804,0.10082083458674596
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,FPN,0.3994803029930627,0.570898071432225
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,otsu,PSPNet,0.3334317924481312,0.5001107583252726
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,UNet,0.0002398081534771032,0.0004795013186283963
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,ResUNet,0.06514486391568694,0.12232113419051997
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,FPN,0.069840859102065,0.13056308049532447
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2881.png,adaptive,PSPNet,0.3222691413793705,0.4874486309847394
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,UNet,0.00016704251231924576,0.0003340292275571323
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,ResUNet,0.08113137327868915,0.15008605851969012
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,ResNet34,0.006856413936054487,0.013619447303813747
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,FPN,0.2797588233501996,0.43720553942786916
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,otsu,PSPNet,0.19037349279479293,0.31985506052865575
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,UNet,8.35770998745645e-05,0.00016714023065337861
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,ResUNet,0.043097597393753836,0.08263387338142843
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,FPN,0.03140843723094563,0.06090397576205376
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_2724.png,adaptive,PSPNet,0.18264765784111078,0.3088792450230339
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,UNet,0.0003076449776955025,0.0006151007227428762
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,ResUNet,0.0972830241122248,0.17731619276792013
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,FPN,0.1523858098152124,0.2644701253994924
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,otsu,PSPNet,0.203428143955993,0.3380810810810354
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,ResUNet,0.06386800612064143,0.12006753799004435
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,FPN,0.31682959208293604,0.4812005957153211
COVIDQU_Infection Segmentation Data_Test_COVID-19,covid_3179.png,adaptive,PSPNet,0.20328009645396086,0.33787660421380306
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,UNet,0.006177273380257019,0.012278697886912993
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,ResUNet,0.05566398196760339,0.10545776481613753
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,ResNet34,0.07624413145537043,0.1416855697085529
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,FPN,0.21184953275457968,0.34963009355301344
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3248).png,none,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,UNet,0.011896714884404557,0.02351369405476051
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,ResUNet,0.2660137730559345,0.4202383555651596
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,ResNet34,0.05729060352450932,0.10837248214167308
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,FPN,0.22191605953044682,0.36322635716192136
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11945).png,none,PSPNet,0.01578489456021221,0.031079207113128688
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,UNet,0.004666355576290558,0.009289363678579387
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,ResUNet,0.21281802031300479,0.35094798518590714
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,ResNet34,0.06189597934339288,0.1165763512574279
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,FPN,0.1604566080989589,0.27654047032713497
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3320).png,none,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,UNet,0.0026467530012263475,0.005279532384269558
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,ResUNet,0.019930708192072447,0.0390824749798966
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,ResNet34,0.1309928443648788,0.23164221598314222
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,FPN,0.15384977927196616,0.2666721128447749
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3304).png,none,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,UNet,0.01134732380886503,0.022440013518065263
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,ResUNet,0.20091561117039494,0.33460404594888316
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,ResNet34,0.021172333819615766,0.041466720392673184
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,DeepLabV3+,0.0007862759113646988,0.00157131633454641
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,FPN,0.21507719412115922,0.3540140415139965
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11929).png,none,PSPNet,0.013521739130428903,0.026682681995612936
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,UNet,0.0005881488016463842,0.0011756061719315387
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,ResUNet,0.0012806991110431815,0.002558122037467039
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,ResNet34,0.002245141373744303,0.004480224011197424
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,FPN,0.17235317098574932,0.2940294362676218
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,canny,PSPNet,0.18974114051004112,0.31896205661796184
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,ResNet34,0.017181319005716962,0.03378221499881949
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,FPN,0.0746430116832217,0.1389168512179831
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3258).png,sobel,PSPNet,0.012696135009510341,0.025073928043363395
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,UNet,0.00020701076455961425,0.00041393583994452294
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,ResUNet,0.00028242603968065916,0.0005646925954679433
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,ResNet34,0.026005081452684698,0.05069191551344953
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,FPN,0.11685615422633867,0.20925909533495207
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,canny,PSPNet,0.13774465494657018,0.24213632531288637
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,ResNet34,0.2280373070499621,0.371384982753923
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,FPN,0.13280558560323885,0.23447198229079627
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3253).png,sobel,PSPNet,0.01616930210438231,0.03182403182402252
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,UNet,0.00037241173841771755,0.0007445461990910992
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,ResUNet,0.0028328611897995306,0.00564971751411998
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,ResNet34,0.18867164780090884,0.3174495633844032
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,FPN,0.3060990772854178,0.46872259939362465
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,canny,PSPNet,0.18318383697636004,0.30964560409224057
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,UNet,0.0007561436672962146,0.001511144692103127
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,ResNet34,0.2002298444129242,0.3336525005522819
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,FPN,0.018349774285228913,0.03603825473051921
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3278).png,sobel,PSPNet,0.025264458904349387,0.04928378953338204
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,UNet,0.00011453441759242094,0.0002290426019238267
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,ResUNet,0.002110322996657418,0.00421175782392266
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,ResNet34,0.36847744910206565,0.5385217700793598
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,FPN,0.205352939045958,0.3407349538774855
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,canny,PSPNet,0.23394555164772832,0.37918294099011596
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,ResNet34,0.3289153077890249,0.4950131973966886
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,FPN,0.1051648612855767,0.19031524611313516
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3383).png,sobel,PSPNet,0.040398837337635524,0.07766028928101366
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,UNet,0.001237528037743648,0.002471996910001953
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,ResUNet,0.0008695652173906169,0.0017376194613365945
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,ResNet34,0.0023449893096059416,0.00467900639922612
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,FPN,0.029557340306299234,0.05741756995779517
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,canny,PSPNet,0.1899667312892966,0.3192807433926708
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,ResNet34,0.11683472161326346,0.2092247301274734
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,FPN,0.025817008317792,0.05033452966456186
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (11930).png,sobel,PSPNet,0.08383386581466078,0.1546987383562651
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,UNet,0.17936082533639397,0.3041661576053014
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,ResUNet,0.33087593587792685,0.4972303232151552
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,ResNet34,0.23110828302263886,0.3754475316423308
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,FPN,0.10288903098290827,0.18658093079629653
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,UNet,0.18883384856039748,0.31767912528578035
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,ResUNet,0.281707464612598,0.4395815307165202
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,ResNet34,0.22988452513272975,0.37383107183647263
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,FPN,0.10617623569078614,0.19196983674935142
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3391).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,UNet,0.11258907363415079,0.2023911187018777
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,ResUNet,0.1111137026238808,0.20000419824089508
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,ResNet34,0.0765082520080033,0.14214150586452637
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,FPN,0.01740653002367143,0.034217452925658816
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,UNet,0.10208486632322683,0.18525772278100897
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,ResUNet,0.10222232543015995,0.18548404087218257
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,ResNet34,0.09165260705389384,0.16791533581592782
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,FPN,0.008546138976489422,0.016947442751924797
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3403).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,UNet,0.06928612936387765,0.12959324442952652
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,ResUNet,0.19912790697669827,0.33212121212114826
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,ResNet34,0.18601680568805043,0.31368325439559935
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,FPN,0.00629876172070267,0.012518671313740294
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,UNet,0.029982363315680625,0.05821917808216157
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,ResUNet,0.1693005525128069,0.2895757675799997
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,ResNet34,0.18449491711692395,0.31151660416743193
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Test_Non-COVID,non_COVID (3342).png,mbkmeans,FPN,0.020959060512134267,0.04105759245942882
